0.000000000	0.050896856	0.511226866	-0.236442372	-0.510613668	0.050896866	0.000000000	-0.050465519	-0.511277038	0.236542702	0.510663827	-0.050465529	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050897014	0.511226819	-0.236442335	-0.510613679	0.050897024	0.000000000	-0.050465361	-0.511277027	0.236542738	0.510663874	-0.050465371	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050897330	0.511226724	-0.236442261	-0.510613699	0.050897341	0.000000000	-0.050465044	-0.511277006	0.236542812	0.510663968	-0.050465055	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050897805	0.511226582	-0.236442150	-0.510613730	0.050897816	0.000000000	-0.050464569	-0.511276975	0.236542922	0.510664109	-0.050464580	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050898439	0.511226393	-0.236442002	-0.510613772	0.050898449	0.000000000	-0.050463936	-0.511276933	0.236543069	0.510664298	-0.050463946	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050899232	0.511226156	-0.236441817	-0.510613824	0.050899243	0.000000000	-0.050463142	-0.511276881	0.236543253	0.510664535	-0.050463153	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050900185	0.511225871	-0.236441595	-0.510613886	0.050900196	0.000000000	-0.050462189	-0.511276818	0.236543474	0.510664818	-0.050462200	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050901299	0.511225539	-0.236441335	-0.510613959	0.050901309	0.000000000	-0.050461075	-0.511276744	0.236543732	0.510665150	-0.050461086	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050902574	0.511225158	-0.236441037	-0.510614042	0.050902584	0.000000000	-0.050459800	-0.511276660	0.236544027	0.510665530	-0.050459811	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050904011	0.511224729	-0.236440702	-0.510614136	0.050904022	0.000000000	-0.050458363	-0.511276565	0.236544361	0.510665958	-0.050458373	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050905612	0.511224251	-0.236440328	-0.510614240	0.050905623	0.000000000	-0.050456762	-0.511276459	0.236544732	0.510666435	-0.050456772	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050907378	0.511223723	-0.236439916	-0.510614356	0.050907388	0.000000000	-0.050454996	-0.511276343	0.236545141	0.510666961	-0.050455007	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050909309	0.511223146	-0.236439466	-0.510614482	0.050909319	0.000000000	-0.050453065	-0.511276215	0.236545589	0.510667536	-0.050453075	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050911407	0.511222519	-0.236438976	-0.510614619	0.050911418	0.000000000	-0.050450966	-0.511276076	0.236546075	0.510668161	-0.050450977	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050913675	0.511221842	-0.236438446	-0.510614767	0.050913685	0.000000000	-0.050448699	-0.511275927	0.236546601	0.510668837	-0.050448709	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050916113	0.511221114	-0.236437877	-0.510614926	0.050916123	0.000000000	-0.050446261	-0.511275765	0.236547166	0.510669563	-0.050446271	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050918723	0.511220334	-0.236437268	-0.510615096	0.050918733	0.000000000	-0.050443651	-0.511275593	0.236547771	0.510670340	-0.050443661	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050921507	0.511219503	-0.236436618	-0.510615278	0.050921517	0.000000000	-0.050440867	-0.511275409	0.236548416	0.510671169	-0.050440877	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050924467	0.511218618	-0.236435927	-0.510615471	0.050924478	0.000000000	-0.050437906	-0.511275213	0.236549102	0.510672051	-0.050437916	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050927606	0.511217681	-0.236435194	-0.510615676	0.050927616	0.000000000	-0.050434767	-0.511275006	0.236549829	0.510672986	-0.050434778	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050930925	0.511216689	-0.236434419	-0.510615892	0.050930936	0.000000000	-0.050431448	-0.511274786	0.236550598	0.510673975	-0.050431458	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050934428	0.511215643	-0.236433601	-0.510616121	0.050934438	0.000000000	-0.050427945	-0.511274555	0.236551410	0.510675018	-0.050427956	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050938116	0.511214541	-0.236432740	-0.510616361	0.050938126	0.000000000	-0.050424257	-0.511274311	0.236552264	0.510676116	-0.050424267	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050941992	0.511213382	-0.236431834	-0.510616614	0.050942002	0.000000000	-0.050420380	-0.511274054	0.236553162	0.510677270	-0.050420391	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050946059	0.511212167	-0.236430884	-0.510616880	0.050946070	0.000000000	-0.050416313	-0.511273785	0.236554104	0.510678482	-0.050416323	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050950321	0.511210894	-0.236429889	-0.510617157	0.050950331	0.000000000	-0.050412051	-0.511273503	0.236555091	0.510679751	-0.050412061	-0.785398162	0.785398163	0.785398163	-0.785398162
0.000000000	0.050954780	0.511209561	-0.236428847	-0.510617448	0.050954790	0.000000000	-0.050407592	-0.511273208	0.236556124	0.510681078	-0.050407602	-0.785398162	0.785398163	0.785398163	-0.785398162
