0.022282,  -4.055378,-37.916892,64.869562,-31.659920,3.572749,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.474611,9.898661,  2.695697,-38.332112,64.414183,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.030838,  -4.055378,-37.916892,64.869562,-31.659920,3.572749,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.472612,9.902042,  2.695697,-38.332112,64.414183,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.039257,  -4.055378,-37.916892,64.869562,-31.659920,3.572749,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475229,9.898864,  2.695697,-38.332112,64.414183,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.047816,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475229,9.898864,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.056197,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475953,9.899658,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.064746,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475046,9.899211,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.073247,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475802,9.901189,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.081750,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.473795,9.901534,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.090252,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.474231,9.900775,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.098756,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.472435,9.903304,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.107262,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.472435,9.903304,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.115757,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.471976,9.905027,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.124132,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.469416,9.907106,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.132677,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.472409,9.906801,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.141184,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.472042,9.907308,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.149552,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.472579,9.906906,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.158203,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475658,9.905077,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.166587,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475658,9.905077,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.175001,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.474629,9.904235,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.183648,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475841,9.901952,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.192071,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475067,9.901461,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.200672,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.477199,9.901770,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.209187,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.475615,9.902578,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.217689,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.477192,9.902386,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.226062,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.477192,9.902386,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.234467,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.476296,9.900846,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.243009,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.476743,9.901391,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.251375,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.473790,9.897607,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
0.260067,  -3.945657,-45.643267,66.279442,-31.660637,4.018805,  -3.945178,-45.644142,66.278627,-31.660940,4.019139,  0.471878,9.898179,  3.944940,-45.643984,66.278725,0.000000,0.000000,  3.945178,-45.644142,66.278627,-31.660940,-4.019139
