0.022800,  -3.898327,-41.658167,66.422151,-33.474980,3.009801,  -3.945173,-45.644143,66.278628,-31.660940,4.019133,  -0.073070,8.925708
0.031398,  -3.898327,-41.658167,66.422151,-33.474980,3.009801,  -3.945166,-45.644144,66.278630,-31.660941,4.019127,  -0.073580,8.923836
0.039709,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945166,-45.644144,66.278630,-31.660941,4.019127,  -0.072483,8.925722
0.048144,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945158,-45.644145,66.278632,-31.660942,4.019118,  -0.072483,8.925722
0.056686,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945147,-45.644146,66.278635,-31.660944,4.019107,  -0.074517,8.925026
0.065193,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945134,-45.644148,66.278639,-31.660946,4.019094,  -0.073314,8.923171
0.073695,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945119,-45.644150,66.278643,-31.660948,4.019079,  -0.073935,8.926096
0.082203,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945101,-45.644152,66.278648,-31.660950,4.019061,  -0.074956,8.924572
0.090570,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945082,-45.644154,66.278653,-31.660953,4.019041,  -0.073786,8.927712
0.098983,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945082,-45.644154,66.278653,-31.660953,4.019041,  -0.072030,8.926091
0.107628,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945061,-45.644157,66.278659,-31.660956,4.019019,  -0.071771,8.927868
0.116931,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945037,-45.644160,66.278665,-31.660959,4.018995,  -0.068571,8.926950
0.126914,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.945012,-45.644163,66.278672,-31.660962,4.018969,  -0.070524,8.927488
0.135359,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944984,-45.644167,66.278680,-31.660966,4.018942,  -0.070524,8.927488
0.143753,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944955,-45.644170,66.278688,-31.660970,4.018912,  -0.068441,8.927613
0.152172,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944924,-45.644174,66.278697,-31.660974,4.018880,  -0.067154,8.928451
0.160592,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944891,-45.644178,66.278706,-31.660979,4.018847,  -0.068058,8.927566
0.169155,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944891,-45.644178,66.278706,-31.660979,4.018847,  -0.065868,8.924182
0.177658,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944856,-45.644183,66.278715,-31.660983,4.018811,  -0.064697,8.923917
0.186089,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944820,-45.644187,66.278725,-31.660988,4.018774,  -0.064697,8.923917
0.194455,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944781,-45.644192,66.278736,-31.660994,4.018735,  -0.064894,8.924603
0.202876,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944741,-45.644197,66.278747,-31.660999,4.018694,  -0.064411,8.926127
0.211510,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944699,-45.644203,66.278759,-31.661005,4.018651,  -0.062549,8.923850
0.219883,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944699,-45.644203,66.278759,-31.661005,4.018651,  -0.064186,8.924840
0.228424,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944655,-45.644208,66.278771,-31.661011,4.018607,  -0.064121,8.926840
0.236823,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944610,-45.644214,66.278783,-31.661017,4.018560,  -0.064121,8.926840
0.245350,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944563,-45.644220,66.278796,-31.661023,4.018512,  -0.062084,8.926326
0.253856,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944514,-45.644226,66.278810,-31.661030,4.018462,  -0.062857,8.926823
0.262359,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944463,-45.644232,66.278824,-31.661037,4.018411,  -0.060100,8.928095
0.270863,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944411,-45.644239,66.278838,-31.661044,4.018357,  -0.057823,8.928030
0.279400,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944411,-45.644239,66.278838,-31.661044,4.018357,  -0.057011,8.927314
0.288072,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944356,-45.644246,66.278853,-31.661051,4.018302,  -0.057011,8.927314
0.296158,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944300,-45.644253,66.278869,-31.661059,4.018244,  -0.060273,8.925699
0.304709,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944242,-45.644260,66.278885,-31.661067,4.018185,  -0.061145,8.926923
0.313282,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944182,-45.644268,66.278901,-31.661075,4.018124,  -0.060991,8.927643
0.321713,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944120,-45.644276,66.278918,-31.661083,4.018062,  -0.060396,8.930467
0.330093,  -3.944223,-45.643984,66.279442,-31.659203,4.019522,  -3.944057,-45.644284,66.278936,-31.661092,4.017997,  -0.060307,8.929691
