0.022928,  -3.941355,-45.643267,66.349721,-31.659203,4.016653,  -3.945172,-45.644143,66.278628,-31.660940,4.019133,  0.086751,8.875425,  3.945657,-45.646135,3.945184,-45.644141
0.031490,  -3.941355,-45.643267,66.349721,-31.659203,4.016653,  -3.945166,-45.644144,66.278630,-31.660941,4.019127,  0.087236,8.872847,  3.945657,-45.646135,3.945190,-45.644141
0.039992,  -3.941355,-45.643267,66.349721,-31.659203,4.016653,  -3.945166,-45.644144,66.278630,-31.660941,4.019127,  0.088073,8.873424,  3.945657,-45.646135,3.945190,-45.644141
0.048498,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945157,-45.644145,66.278632,-31.660942,4.019118,  0.088073,8.873424,  3.945657,-45.646135,3.945199,-45.644140
0.057001,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945146,-45.644146,66.278635,-31.660944,4.019106,  0.091203,8.875035,  3.945657,-45.646135,3.945210,-45.644138
0.065565,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945132,-45.644148,66.278639,-31.660946,4.019092,  0.092787,8.875376,  3.945657,-45.646135,3.945224,-45.644136
0.073934,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945117,-45.644150,66.278643,-31.660948,4.019076,  0.093232,8.874268,  3.945657,-45.646135,3.945239,-45.644134
0.082358,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945099,-45.644152,66.278648,-31.660950,4.019058,  0.094242,8.875553,  3.945657,-45.646135,3.945257,-45.644132
0.090942,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945079,-45.644155,66.278654,-31.660953,4.019038,  0.093553,8.877477,  3.945657,-45.646135,3.945277,-45.644130
0.099449,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945079,-45.644155,66.278654,-31.660953,4.019038,  0.093838,8.879463,  3.945657,-45.646135,3.945277,-45.644130
0.107952,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945056,-45.644158,66.278660,-31.660956,4.019015,  0.094126,8.878466,  3.945657,-45.646135,3.945300,-45.644127
0.116455,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945032,-45.644161,66.278667,-31.660959,4.018990,  0.092644,8.878183,  3.945657,-45.646135,3.945324,-45.644124
0.125034,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.945006,-45.644164,66.278674,-31.660963,4.018963,  0.092644,8.878183,  3.945657,-45.646135,3.945350,-45.644120
0.133411,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.944977,-45.644168,66.278682,-31.660967,4.018934,  0.092284,8.876472,  3.945657,-45.646135,3.945379,-45.644117
0.141959,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.944947,-45.644171,66.278690,-31.660971,4.018904,  0.092493,8.876404,  3.945657,-45.646135,3.945409,-45.644113
0.150465,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.944915,-45.644175,66.278699,-31.660975,4.018871,  0.093029,8.878666,  3.945657,-45.646135,3.945441,-45.644109
0.158969,  -3.942789,-45.643267,66.349721,-31.660637,4.017371,  -3.944915,-45.644175,66.278699,-31.660975,4.018871,  0.094598,8.879621,  3.945657,-45.646135,3.945441,-45.644109
0.167472,  -3.942789,-45.643267,66.349721,-31.660637,4.018088,  -3.944881,-45.644180,66.278709,-31.660980,4.018836,  0.094421,8.880379,  3.945657,-45.646135,3.945475,-45.644105
0.175974,  -3.942789,-45.643267,66.349721,-31.660637,4.018088,  -3.944845,-45.644184,66.278718,-31.660985,4.018799,  0.092663,8.880867,  3.945657,-45.646135,3.945512,-45.644100
0.184475,  -3.942789,-45.643267,66.349721,-31.660637,4.018088,  -3.944807,-45.644189,66.278729,-31.660990,4.018761,  0.095038,8.877561,  3.945657,-45.646135,3.945549,-45.644095
0.193871,  -3.942789,-45.643267,66.349721,-31.660637,4.018088,  -3.944767,-45.644194,66.278740,-31.660995,4.018720,  0.093188,8.875738,  3.945657,-45.646135,3.945589,-45.644090
0.204204,  -3.942789,-45.643267,66.349721,-31.660637,4.018088,  -3.944725,-45.644199,66.278751,-31.661001,4.018678,  0.091416,8.876526,  3.945657,-45.646135,3.945631,-45.644085
0.212755,  -3.942789,-45.643267,66.349721,-31.660637,4.018088,  -3.944682,-45.644205,66.278763,-31.661007,4.018633,  0.091416,8.876526,  3.945657,-45.646135,3.945674,-45.644080
0.221255,  -3.942789,-45.643267,66.349721,-31.660637,4.018088,  -3.944636,-45.644211,66.278776,-31.661013,4.018587,  0.091787,8.879768,  3.945657,-45.646135,3.945720,-45.644074
